Indicator Code: CG0000
"Indicator Name: All Causes"
Export date: 10/29/2025 8:27:27 PM
Source location: "WHO Mortality Database portal"
"Indicator metadata: A00-Y89"

Region Code,Region Name,Country Code,Country Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,"Age-standardized death rate per 100 000 standard population","Death rate per 100 000 population"
CSA,Central and South America,BRA,Brazil,1987,Female,Age55_59,[55-59],18323.00000000,100.00000000,,882.34770076,
CSA,Central and South America,BRA,Brazil,1987,Female,Age60_64,[60-64],21333.00000000,100.00000000,,1276.27191960,
CSA,Central and South America,BRA,Brazil,1987,Female,Age65_69,[65-69],24800.00000000,100.00000000,,2037.50822600,
CSA,Central and South America,BRA,Brazil,1987,Female,Age70_74,[70-74],30690.00000000,100.00000000,,3443.43189770,
CSA,Central and South America,BRA,Brazil,1987,Female,Age75_79,[75-79],32286.00000000,100.00000000,,5484.90233320,
CSA,Central and South America,BRA,Brazil,1987,Female,Age80_84,[80-84],31273.00000000,100.00000000,,10104.85160800,
CSA,Central and South America,BRA,Brazil,1987,Female,Age85_over,[85+],31980.00000000,100.00000000,,18877.83713600,
CSA,Central and South America,BRA,Brazil,1988,Female,Age00,[0],51955.00000000,100.00000000,,3009.57584410,
CSA,Central and South America,BRA,Brazil,1988,Female,Age01_04,[1-4],9497.00000000,100.00000000,,131.94498185,
CSA,Central and South America,BRA,Brazil,1988,Female,Age05_09,[5-9],3314.00000000,100.00000000,,38.09001012,
CSA,Central and South America,BRA,Brazil,1988,Female,Age10_14,[10-14],2838.00000000,100.00000000,,36.22335643,
CSA,Central and South America,BRA,Brazil,1988,Female,Age15_19,[15-19],4207.00000000,100.00000000,,58.30729232,
CSA,Central and South America,BRA,Brazil,1988,Female,Age20_24,[20-24],5304.00000000,100.00000000,,76.34037155,
CSA,Central and South America,BRA,Brazil,1988,Female,Age25_29,[25-29],6028.00000000,100.00000000,,95.30008381,
CSA,Central and South America,BRA,Brazil,1988,Female,Age30_34,[30-34],7416.00000000,100.00000000,,137.26200793,
CSA,Central and South America,BRA,Brazil,1988,Female,Age35_39,[35-39],8571.00000000,100.00000000,,188.97235725,
CSA,Central and South America,BRA,Brazil,1988,Female,Age40_44,[40-44],10137.00000000,100.00000000,,281.60030757,
CSA,Central and South America,BRA,Brazil,1988,Female,Age45_49,[45-49],12436.00000000,100.00000000,,416.84962776,
CSA,Central and South America,BRA,Brazil,1988,Female,Age50_54,[50-54],15289.00000000,100.00000000,,593.09758393,
CSA,Central and South America,BRA,Brazil,1988,Female,Age55_59,[55-59],19024.00000000,100.00000000,,906.90019283,
CSA,Central and South America,BRA,Brazil,1988,Female,Age60_64,[60-64],22671.00000000,100.00000000,,1296.59263390,
CSA,Central and South America,BRA,Brazil,1988,Female,Age65_69,[65-69],26346.00000000,100.00000000,,2089.18486420,
